gene	log2FC	p	padj	n
CYC1	-0.538839749999998	0.00498114516362696	0.469759351982865	8
CNOT6L	-0.32053	0.00502164208429479	0.469759351982865	8
TGFBR3	-1.26873325	0.00502527287401014	0.469759351982865	8
CRYBG3	-0.481054999999999	0.00502566601282921	0.469759351982865	8
CPZ	-0.75590075	0.00506049230137094	0.469759351982865	8
C15orf61	-0.604462249999999	0.00507266502598168	0.469759351982865	8
RIPOR2	-1.1656495	0.00513813666291584	0.469759351982865	8
SERPINF1	-1.043815	0.00516243630883549	0.469759351982865	8
MASP1	-0.878233499999999	0.00519297974275989	0.469759351982865	8
SUCLG1	-0.353195999999999	0.00520240542035354	0.469759351982865	8
PM20D2	-0.362736999999999	0.00526113126358464	0.469759351982865	8
CYGB	-0.770926999999999	0.0052763226178827	0.469759351982865	8
ZNF611	-0.36851125	0.00531059439555301	0.469759351982865	8
BMP2	-0.57262875	0.00534462590487914	0.469759351982865	8
ANKRD1	0.63289125	0.00535617395369337	0.469759351982865	8
RAI14	0.627130000000002	0.00548382739513237	0.469759351982865	8
CAV2	0.740242750000001	0.00549957348685916	0.469759351982865	8
EVPL	0.393339750000001	0.00552365974529554	0.469759351982865	8
NSDHL	-0.66202	0.00552768230385449	0.469759351982865	8
HLA-DRB1	0.3208975	0.00555307977932164	0.469759351982865	8
SLC25A29	0.43428775	0.00559044855526157	0.469759351982865	8
DIPK2A	-0.82225425	0.00560942669062291	0.469759351982865	8
TMEM203	-0.541199749999998	0.0056284419386092	0.469759351982865	8
RASL11A	-1.15467275	0.00566803204070563	0.469759351982865	8
ATRAID	-0.48003675	0.00569055002590645	0.469759351982865	8
SLC35B4	-0.35425675	0.00570554392232996	0.469759351982865	8
CLIC2	-0.779494249999998	0.00576501342572089	0.469759351982865	8
FBXW10	0.717870000000001	0.00582685266434412	0.469759351982865	8
ARHGAP42	-0.568662249999999	0.00583193779137176	0.469759351982865	8
IFI44	-0.5388755	0.00584322252512765	0.469759351982865	8
UQCRH	-0.64533975	0.00584756218590772	0.469759351982865	8
ARL2	-0.430056999999999	0.00587096538155237	0.469759351982865	8
BTD	-0.563253499999999	0.00597169342025249	0.469759351982865	8
CST4	0.4136985	0.00599835085891013	0.469759351982865	8
SLC25A44	-0.525814999999999	0.00599942586361185	0.469759351982865	8
SACM1L	-0.381943	0.0060030627169629	0.469759351982865	8
SMIM7	-0.390370749999999	0.00601251894009197	0.469759351982865	8
BMPR1A	-0.315787499999998	0.00601921394053807	0.469759351982865	8
AASDH	-0.371888249999999	0.00603353884056659	0.469759351982865	8
FBLN1	-1.13211575	0.00604178978133492	0.469759351982865	8
SMG6	0.433766500000002	0.00606284090113654	0.469759351982865	8
OR2A1	0.647951000000001	0.0060846269480672	0.469759351982865	8
CD207	0.340010750000001	0.00610015000636751	0.469759351982865	8
OR13C2	0.396774	0.00610861415689248	0.469759351982865	8
LSM14B	-0.350381	0.00612906043755518	0.469759351982865	8
TMEM117	-0.364975749999999	0.00614189068068168	0.469759351982865	8
IARS1	0.592213	0.00619646922649539	0.469759351982865	8
FRZB	-2.26693625	0.00629835996383483	0.469759351982865	8
CDKN2A-AS1	0.483839750000001	0.00633229352843102	0.469759351982865	8
GLA	-0.501050249999999	0.0063378198536356	0.469759351982865	8
ZNF716	-0.699418499999999	0.00634137054766185	0.469759351982865	8
OR2L2	-0.3192915	0.00635019229907167	0.469759351982865	8
ANGPTL2	-0.525855749999998	0.0063505384128047	0.469759351982865	8
NEMP2	-0.526962499999999	0.00635855267741422	0.469759351982865	8
CRELD1	-0.675475999999999	0.00639489594588326	0.469759351982865	8
DDX19A	-0.394469749999999	0.00644129821885396	0.469759351982865	8
CD81	-0.629437499999998	0.0064541939639933	0.469759351982865	8
TXLNB	-0.82835675	0.00645792074608764	0.469759351982865	8
ARL4C	0.5236595	0.00646992174069498	0.469759351982865	8
FAM120B	-0.324567749999999	0.00649800155160829	0.469759351982865	8
DUSP10	-0.898088999999999	0.00652176676810541	0.469759351982865	8
PRSS53	0.327419	0.00652701159605715	0.469759351982865	8
ZNF436-AS1	-0.40787275	0.00653044131386987	0.469759351982865	8
POP4	-0.471884249999999	0.00653185114246324	0.469759351982865	8
JCAD	-0.617878249999999	0.00653976668482512	0.469759351982865	8
LITAF	-0.462946999999999	0.00655188098386946	0.469759351982865	8
NIPAL2	-0.577103499999999	0.00655219774362447	0.469759351982865	8
TMTC2	-1.08754625	0.00656601911953218	0.469759351982865	8
GDF11	-0.476048249999999	0.00658023874944724	0.469759351982865	8
LIPA	-0.803034999999999	0.00661584367655021	0.469759351982865	8
GOLPH3L	-0.470395999999999	0.0066210626935985	0.469759351982865	8
FMO1	-0.73460175	0.00665896550682178	0.469759351982865	8
B3GNT5	-0.505867749999999	0.00666378684583736	0.469759351982865	8
KLF13	-0.423927249999999	0.00667229455978641	0.469759351982865	8
IL17RD	-0.773651	0.00667762566641714	0.469759351982865	8
AKAP19	-0.683575499999999	0.00670438319820838	0.469759351982865	8
ZNF484	-0.56982525	0.00672523668852817	0.469759351982865	8
CDRT4	0.636614250000001	0.00672663456084846	0.469759351982865	8
SRI	-0.5832485	0.00674522978008812	0.469759351982865	8
